,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
595,chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,belly_pain,Typhoid,,,,,,,
596,chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),Typhoid,,,,,,,
597,chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain,Typhoid,,,,,,
598,chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain,Typhoid,,,,,,
599,chills,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain,Typhoid,,,,,,,
600,joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain,hepatitis A,,,,,,
601,joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain,hepatitis A,,,,,,
602,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain,hepatitis A,,,,,,,
603,joint_pain,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain,hepatitis A,,,,,,,
604,joint_pain,vomiting,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain,hepatitis A,,,,,,,
605,joint_pain,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain,hepatitis A,,,,,,,
606,joint_pain,vomiting,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain,hepatitis A,,,,,,,
607,joint_pain,vomiting,yellowish_skin,dark_urine,nausea,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain,hepatitis A,,,,,,,
608,joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain,hepatitis A,,,,,,,
609,joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,mild_fever,yellowing_of_eyes,muscle_pain,hepatitis A,,,,,,,
610,itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections,Hepatitis B,,,,,
611,itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections,Hepatitis B,,,,,
612,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections,Hepatitis B,,,,,,
613,itching,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections,Hepatitis B,,,,,,
614,itching,fatigue,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections,Hepatitis B,,,,,,
615,itching,fatigue,lethargy,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections,Hepatitis B,,,,,,
616,itching,fatigue,lethargy,yellowish_skin,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections,Hepatitis B,,,,,,
617,itching,fatigue,lethargy,yellowish_skin,dark_urine,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections,Hepatitis B,,,,,,
618,itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections,Hepatitis B,,,,,,
619,itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections,Hepatitis B,,,,,,
620,fatigue,yellowish_skin,nausea,loss_of_appetite,family_history,Hepatitis C,,,,,,,,,,,,
621,fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history,Hepatitis C,,,,,,,,,,,
622,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history,Hepatitis C,,,,,,,,,,,,
623,fatigue,nausea,loss_of_appetite,yellowing_of_eyes,family_history,Hepatitis C,,,,,,,,,,,,
624,fatigue,yellowish_skin,loss_of_appetite,yellowing_of_eyes,family_history,Hepatitis C,,,,,,,,,,,,
625,fatigue,yellowish_skin,nausea,yellowing_of_eyes,family_history,Hepatitis C,,,,,,,,,,,,
626,fatigue,yellowish_skin,nausea,loss_of_appetite,family_history,Hepatitis C,,,,,,,,,,,,
627,fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,Hepatitis C,,,,,,,,,,,,
628,fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history,Hepatitis C,,,,,,,,,,,
629,fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history,Hepatitis C,,,,,,,,,,,
630,joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,Hepatitis D,,,,,,,,
631,vomiting,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,Hepatitis D,,,,,,,,,
632,joint_pain,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,Hepatitis D,,,,,,,,,
633,joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,Hepatitis D,,,,,,,,,
634,joint_pain,vomiting,fatigue,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,Hepatitis D,,,,,,,,,
635,joint_pain,vomiting,fatigue,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,Hepatitis D,,,,,,,,,
636,joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellowing_of_eyes,Hepatitis D,,,,,,,,,
637,joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea,abdominal_pain,yellowing_of_eyes,Hepatitis D,,,,,,,,,
638,joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,yellowing_of_eyes,Hepatitis D,,,,,,,,,
639,joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,Hepatitis D,,,,,,,,,
640,joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,coma,stomach_bleeding,Hepatitis E,,,,,
641,joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding,Hepatitis E,,,,
642,joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding,Hepatitis E,,,,
643,vomiting,fatigue,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding,Hepatitis E,,,,,
644,joint_pain,fatigue,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding,Hepatitis E,,,,,
645,joint_pain,vomiting,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding,Hepatitis E,,,,,
646,joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding,Hepatitis E,,,,,
647,joint_pain,vomiting,fatigue,high_fever,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding,Hepatitis E,,,,,
648,joint_pain,vomiting,fatigue,high_fever,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding,Hepatitis E,,,,,
649,joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding,Hepatitis E,,,,,
650,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload.1,Alcoholic hepatitis,,,,,,,,,,
651,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload.1,Alcoholic hepatitis,,,,,,,,,,
652,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload.1,Alcoholic hepatitis,,,,,,,,,,,
653,vomiting,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload.1,Alcoholic hepatitis,,,,,,,,,,,
654,vomiting,yellowish_skin,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload.1,Alcoholic hepatitis,,,,,,,,,,,
655,vomiting,yellowish_skin,abdominal_pain,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload.1,Alcoholic hepatitis,,,,,,,,,,,
656,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,history_of_alcohol_consumption,fluid_overload.1,Alcoholic hepatitis,,,,,,,,,,,
657,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,fluid_overload.1,Alcoholic hepatitis,,,,,,,,,,,
658,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,Alcoholic hepatitis,,,,,,,,,,,
659,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload.1,Alcoholic hepatitis,,,,,,,,,,
660,chills,vomiting,fatigue,weight_loss,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum,Tuberculosis,
661,chills,vomiting,fatigue,weight_loss,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum,Tuberculosis,
662,vomiting,fatigue,weight_loss,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum,Tuberculosis,,
663,chills,fatigue,weight_loss,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum,Tuberculosis,,
664,chills,vomiting,weight_loss,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum,Tuberculosis,,
665,chills,vomiting,fatigue,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum,Tuberculosis,,
666,chills,vomiting,fatigue,weight_loss,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum,Tuberculosis,,
667,chills,vomiting,fatigue,weight_loss,cough,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum,Tuberculosis,,
668,chills,vomiting,fatigue,weight_loss,cough,high_fever,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum,Tuberculosis,,
669,chills,vomiting,fatigue,weight_loss,cough,high_fever,breathlessness,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum,Tuberculosis,,
670,continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain,Common Cold
671,continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain,Common Cold
672,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain,Common Cold,
673,continuous_sneezing,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain,Common Cold,
674,continuous_sneezing,chills,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain,Common Cold,
675,continuous_sneezing,chills,fatigue,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain,Common Cold,
676,continuous_sneezing,chills,fatigue,cough,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain,Common Cold,
677,continuous_sneezing,chills,fatigue,cough,high_fever,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain,Common Cold,
678,continuous_sneezing,chills,fatigue,cough,high_fever,headache,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain,Common Cold,
679,continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain,Common Cold,
680,chills,fatigue,cough,high_fever,breathlessness,sweating,malaise,chest_pain,fast_heart_rate,rusty_sputum,Pneumonia,,,,,,,
681,chills,fatigue,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum,Pneumonia,,,,,,
682,chills,fatigue,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum,Pneumonia,,,,,,
683,fatigue,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum,Pneumonia,,,,,,,
684,chills,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum,Pneumonia,,,,,,,
685,chills,fatigue,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum,Pneumonia,,,,,,,
686,chills,fatigue,cough,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum,Pneumonia,,,,,,,
687,chills,fatigue,cough,high_fever,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum,Pneumonia,,,,,,,
688,chills,fatigue,cough,high_fever,breathlessness,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum,Pneumonia,,,,,,,
689,chills,fatigue,cough,high_fever,breathlessness,sweating,phlegm,chest_pain,fast_heart_rate,rusty_sputum,Pneumonia,,,,,,,
690,constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus,Dimorphic hemmorhoids(piles),,,,,,,,,,,,
691,constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus,Dimorphic hemmorhoids(piles),,,,,,,,,,,,
692,constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus,Dimorphic hemmorhoids(piles),,,,,,,,,,,,
693,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus,Dimorphic hemmorhoids(piles),,,,,,,,,,,,,
694,constipation,pain_in_anal_region,bloody_stool,irritation_in_anus,Dimorphic hemmorhoids(piles),,,,,,,,,,,,,
695,constipation,pain_during_bowel_movements,bloody_stool,irritation_in_anus,Dimorphic hemmorhoids(piles),,,,,,,,,,,,,
696,constipation,pain_during_bowel_movements,pain_in_anal_region,irritation_in_anus,Dimorphic hemmorhoids(piles),,,,,,,,,,,,,
697,constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,Dimorphic hemmorhoids(piles),,,,,,,,,,,,,
698,constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus,Dimorphic hemmorhoids(piles),,,,,,,,,,,,
699,constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus,Dimorphic hemmorhoids(piles),,,,,,,,,,,,
700,vomiting,breathlessness,sweating,chest_pain,Heart attack,,,,,,,,,,,,,
701,vomiting,breathlessness,sweating,chest_pain,Heart attack,,,,,,,,,,,,,
702,breathlessness,sweating,chest_pain,Heart attack,,,,,,,,,,,,,,
703,vomiting,sweating,chest_pain,Heart attack,,,,,,,,,,,,,,
704,vomiting,breathlessness,chest_pain,Heart attack,,,,,,,,,,,,,,
705,vomiting,breathlessness,sweating,Heart attack,,,,,,,,,,,,,,
706,vomiting,breathlessness,sweating,chest_pain,Heart attack,,,,,,,,,,,,,
707,breathlessness,sweating,chest_pain,Heart attack,,,,,,,,,,,,,,
708,vomiting,sweating,chest_pain,Heart attack,,,,,,,,,,,,,,
709,vomiting,breathlessness,chest_pain,Heart attack,,,,,,,,,,,,,,
710,fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf,Varicose veins,,,,,,,,,,
711,fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf,Varicose veins,,,,,,,,,,
712,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf,Varicose veins,,,,,,,,,,,
713,fatigue,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf,Varicose veins,,,,,,,,,,,
714,fatigue,cramps,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf,Varicose veins,,,,,,,,,,,
715,fatigue,cramps,bruising,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf,Varicose veins,,,,,,,,,,,
716,fatigue,cramps,bruising,obesity,swollen_blood_vessels,prominent_veins_on_calf,Varicose veins,,,,,,,,,,,
717,fatigue,cramps,bruising,obesity,swollen_legs,prominent_veins_on_calf,Varicose veins,,,,,,,,,,,
718,fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,Varicose veins,,,,,,,,,,,
719,fatigue,cramps,bruising,obesity,swollen_legs,prominent_veins_on_calf,Varicose veins,,,,,,,,,,,
720,fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation,Hypothyroidism,,,,
721,fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation,Hypothyroidism,,,,
722,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation,Hypothyroidism,,,,,
723,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation,Hypothyroidism,,,,,
724,fatigue,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation,Hypothyroidism,,,,,
725,fatigue,weight_gain,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation,Hypothyroidism,,,,,
726,fatigue,weight_gain,cold_hands_and_feets,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation,Hypothyroidism,,,,,
727,fatigue,weight_gain,cold_hands_and_feets,mood_swings,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation,Hypothyroidism,,,,,
728,fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation,Hypothyroidism,,,,,
729,fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation,Hypothyroidism,,,,,
730,fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation,Hyperthyroidism,,,,,,
731,fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation,Hyperthyroidism,,,,,,
732,mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation,Hyperthyroidism,,,,,,,
733,fatigue,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation,Hyperthyroidism,,,,,,,
734,fatigue,mood_swings,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation,Hyperthyroidism,,,,,,,
735,fatigue,mood_swings,weight_loss,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation,Hyperthyroidism,,,,,,,
736,fatigue,mood_swings,weight_loss,restlessness,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation,Hyperthyroidism,,,,,,,
737,fatigue,mood_swings,weight_loss,restlessness,sweating,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation,Hyperthyroidism,,,,,,,
738,fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation,Hyperthyroidism,,,,,,,
739,fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,muscle_weakness,irritability,abnormal_menstruation,Hyperthyroidism,,,,,,,
740,vomiting,fatigue,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,slurred_speech,irritability,palpitations,Hypoglycemia,,,,,,
741,vomiting,fatigue,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations,Hypoglycemia,,,,,
742,vomiting,fatigue,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations,Hypoglycemia,,,,,
743,fatigue,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations,Hypoglycemia,,,,,,
744,vomiting,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations,Hypoglycemia,,,,,,
745,vomiting,fatigue,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations,Hypoglycemia,,,,,,
746,vomiting,fatigue,anxiety,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations,Hypoglycemia,,,,,,
747,vomiting,fatigue,anxiety,sweating,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations,Hypoglycemia,,,,,,
748,vomiting,fatigue,anxiety,sweating,headache,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations,Hypoglycemia,,,,,,
749,vomiting,fatigue,anxiety,sweating,headache,nausea,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations,Hypoglycemia,,,,,,
750,joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking,Osteoarthristis,,,,,,,,,,,
751,joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking,Osteoarthristis,,,,,,,,,,,
752,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking,Osteoarthristis,,,,,,,,,,,,
753,joint_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking,Osteoarthristis,,,,,,,,,,,,
754,joint_pain,neck_pain,hip_joint_pain,swelling_joints,painful_walking,Osteoarthristis,,,,,,,,,,,,
755,joint_pain,neck_pain,knee_pain,swelling_joints,painful_walking,Osteoarthristis,,,,,,,,,,,,
756,joint_pain,neck_pain,knee_pain,hip_joint_pain,painful_walking,Osteoarthristis,,,,,,,,,,,,
757,joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,Osteoarthristis,,,,,,,,,,,,
758,joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking,Osteoarthristis,,,,,,,,,,,
759,joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking,Osteoarthristis,,,,,,,,,,,
760,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking,Arthritis,,,,,,,,,,,,
761,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking,Arthritis,,,,,,,,,,,,
762,stiff_neck,swelling_joints,movement_stiffness,painful_walking,Arthritis,,,,,,,,,,,,,
763,muscle_weakness,swelling_joints,movement_stiffness,painful_walking,Arthritis,,,,,,,,,,,,,
764,muscle_weakness,stiff_neck,movement_stiffness,painful_walking,Arthritis,,,,,,,,,,,,,
765,muscle_weakness,stiff_neck,swelling_joints,painful_walking,Arthritis,,,,,,,,,,,,,
766,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking,Arthritis,,,,,,,,,,,,
767,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,Arthritis,,,,,,,,,,,,,
768,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking,Arthritis,,,,,,,,,,,,
769,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking,Arthritis,,,,,,,,,,,,
770,vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness,(vertigo) Paroymsal  Positional Vertigo,,,,,,,,,,,
771,vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness,(vertigo) Paroymsal  Positional Vertigo,,,,,,,,,,,
